127.0.0.1 - - [20/May/2020:10:22:13 +0200] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [20/May/2020:10:22:17 +0200] "GET /MainApp/ HTTP/1.1" 200 2749
0:0:0:0:0:0:0:1 - - [20/May/2020:10:22:17 +0200] "GET /MainApp/styles/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/May/2020:10:22:34 +0200] "GET /MainApp/styles/post.css HTTP/1.1" 200 1101
127.0.0.1 - - [20/May/2020:10:22:34 +0200] "GET /MainApp/styles/weather.css HTTP/1.1" 200 629
127.0.0.1 - - [20/May/2020:10:22:34 +0200] "GET /MainApp/styles/iconSocialNetworks.css HTTP/1.1" 200 1739
127.0.0.1 - - [20/May/2020:10:22:34 +0200] "GET /MainApp/styles/sharePost.css HTTP/1.1" 200 634
127.0.0.1 - - [20/May/2020:10:22:39 +0200] "POST /MainApp/?action=logout HTTP/1.1" 200 2749
127.0.0.1 - - [20/May/2020:10:22:39 +0200] "GET /MainApp/styles/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/May/2020:10:22:43 +0200] "GET /MainApp/?action=login HTTP/1.1" 500 1252
127.0.0.1 - - [20/May/2020:10:22:46 +0200] "POST /MainApp/?action=login HTTP/1.1" 200 8528
127.0.0.1 - - [20/May/2020:10:22:46 +0200] "GET /MainApp/styles/index.css HTTP/1.1" 304 -
127.0.0.1 - - [20/May/2020:10:22:46 +0200] "GET /MainApp/scripts/index.js HTTP/1.1" 200 65940
127.0.0.1 - - [20/May/2020:10:22:46 +0200] "GET /MainApp/styles/sharePost.css HTTP/1.1" 200 634
127.0.0.1 - - [20/May/2020:10:22:46 +0200] "GET /MainApp/styles/post.css HTTP/1.1" 200 1101
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/user/2 HTTP/1.1" 200 460
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/user HTTP/1.1" 200 1096
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post/getDangerPostGroup HTTP/1.1" 200 174
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post HTTP/1.1" 200 2439
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/rss/ HTTP/1.1" 200 52773
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/user HTTP/1.1" 200 1096
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post HTTP/1.1" 200 2439
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post/getDangerPostGroup HTTP/1.1" 200 174
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/user/ HTTP/1.1" 200 1096
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/rss/ HTTP/1.1" 200 8206
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post/9 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post/getImagesForPosts/9 HTTP/1.1" 200 263
127.0.0.1 - - [20/May/2020:10:22:52 +0200] "GET /MainApp/api/post/getCommentForPost/9 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/8 HTTP/1.1" 200 5
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/8 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/7 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/7 HTTP/1.1" 200 204
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/6 HTTP/1.1" 200 5
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/6 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getImagesForPosts/5 HTTP/1.1" 200 787
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/5 HTTP/1.1" 200 104
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/5 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/4 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/4 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getImagesForPosts/4 HTTP/1.1" 200 522
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getImagesForPosts/3 HTTP/1.1" 200 391
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/3 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/3 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getImagesForPosts/2 HTTP/1.1" 200 261
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/2 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/2 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getImagesForPosts/1 HTTP/1.1" 200 131
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/getCommentForPost/1 HTTP/1.1" 200 2
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/api/post/1 HTTP/1.1" 200 3
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/picturesForPost/1589922962047_IMG_20200101_151151.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/May/2020:10:22:53 +0200] "GET /MainApp/picturesForPost/1589922962139_IMG_20200101_151714.jpg HTTP/1.1" 304 -
127.0.0.1 - - [20/May/2020:10:22:54 +0200] "GET /MainApp/api/dangerPost/3 HTTP/1.1" 200 9
